Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
785,Entry long,2025-06-26 23:38,Long,22700.25,1,22700.25,5.5,0.01,18.5,0.04,-27,-0.06,4199.5,42.00
786,Exit long,2025-06-27 02:16,Exit Long,22723.75,1,22713.75,20,0.04,22.5,0.05,-3,-0.01,4219.5,42.20
786,Entry long,2025-06-27 02:10,Long,22713.75,1,22713.75,20,0.04,22.5,0.05,-3,-0.01,4219.5,42.20
787,Exit long,2025-06-27 03:23,Exit Long,22755.25,1,22736.5,37.5,0.08,43.5,0.10,-25,-0.05,4257,42.57
787,Entry long,2025-06-27 02:41,Long,22736.5,1,22736.5,37.5,0.08,43.5,0.10,-25,-0.05,4257,42.57
788,Exit long,2025-06-27 09:29,Exit Long,22708.75,1,22777,-136.5,-0.30,21,0.05,-148.5,-0.33,4120.5,41.21
788,Entry long,2025-06-27 07:59,Long,22777,1,22777,-136.5,-0.30,21,0.05,-148.5,-0.33,4120.5,41.21
789,Exit short,2025-06-27 14:14,Exit Short,22707.25,1,22708.75,3,0.01,53.5,0.12,-230,-0.51,4123.5,41.24
789,Entry short,2025-06-27 09:29,Short,22708.75,1,22708.75,3,0.01,53.5,0.12,-230,-0.51,4123.5,41.24
790,Exit short,2025-06-27 14:40,Exit Short,22634.5,1,22678.5,88,0.19,90.5,0.20,-7,-0.02,4211.5,42.12
790,Entry short,2025-06-27 14:29,Short,22678.5,1,22678.5,88,0.19,90.5,0.20,-7,-0.02,4211.5,42.12
791,Exit short,2025-06-29 18:50,Exit Short,22812.75,1,22602.25,-421,-0.93,4.5,0.01,-428.5,-0.95,3790.5,37.91
791,Entry short,2025-06-27 14:53,Short,22602.25,1,22602.25,-421,-0.93,4.5,0.01,-428.5,-0.95,3790.5,37.91
792,Exit long,2025-06-29 19:05,Exit Long,22833.5,1,22812.75,41.5,0.09,59,0.13,-2,0.00,3832,38.32
792,Entry long,2025-06-29 18:50,Long,22812.75,1,22812.75,41.5,0.09,59,0.13,-2,0.00,3832,38.32
793,Exit long,2025-06-29 23:40,Exit Long,22872.75,1,22867.25,11,0.02,15,0.03,-3,-0.01,3843,38.43
793,Entry long,2025-06-29 23:19,Long,22867.25,1,22867.25,11,0.02,15,0.03,-3,-0.01,3843,38.43
794,Exit long,2025-06-30 00:40,Exit Long,22884.25,1,22878.5,11.5,0.03,16,0.03,-11.5,-0.03,3854.5,38.55
794,Entry long,2025-06-30 00:08,Long,22878.5,1,22878.5,11.5,0.03,16,0.03,-11.5,-0.03,3854.5,38.55
795,Exit long,2025-06-30 15:41,Exit Long,22886.5,1,22862,49,0.11,63,0.14,-164,-0.36,3903.5,39.03
795,Entry long,2025-06-30 12:05,Long,22862,1,22862,49,0.11,63,0.14,-164,-0.36,3903.5,39.03
796,Exit short,2025-06-30 20:39,Exit Short,22898.75,1,22857.25,-83,-0.18,23.5,0.05,-86.5,-0.19,3820.5,38.21
796,Entry short,2025-06-30 19:29,Short,22857.25,1,22857.25,-83,-0.18,23.5,0.05,-86.5,-0.19,3820.5,38.21
797,Exit long,2025-06-30 21:52,Exit Long,22906.5,1,22898.75,15.5,0.03,22,0.05,-27,-0.06,3836,38.36
797,Entry long,2025-06-30 20:39,Long,22898.75,1,22898.75,15.5,0.03,22,0.05,-27,-0.06,3836,38.36
798,Exit short,2025-07-01 00:45,Exit Short,22861.25,1,22869,15.5,0.03,18,0.04,-18.5,-0.04,3851.5,38.52
798,Entry short,2025-06-30 23:47,Short,22869,1,22869,15.5,0.03,18,0.04,-18.5,-0.04,3851.5,38.52
799,Exit short,2025-07-01 01:12,Exit Short,22848.75,1,22856.5,15.5,0.03,19.5,0.04,-11,-0.02,3867,38.67
799,Entry short,2025-07-01 00:56,Short,22856.5,1,22856.5,15.5,0.03,19.5,0.04,-11,-0.02,3867,38.67
800,Exit short,2025-07-01 08:22,Exit Short,22787,1,22812.5,51,0.11,56,0.12,-2,0.00,3918,39.18
800,Entry short,2025-07-01 08:08,Short,22812.5,1,22812.5,51,0.11,56,0.12,-2,0.00,3918,39.18
801,Exit long,2025-07-01 11:08,Exit Long,22657,1,22814,-314,-0.69,62,0.14,-314,-0.69,3604,36.04
801,Entry long,2025-07-01 09:33,Long,22814,1,22814,-314,-0.69,62,0.14,-314,-0.69,3604,36.04
802,Exit short,2025-07-01 13:08,Exit Short,22736.5,1,22657,-159,-0.35,126.5,0.28,-164.5,-0.36,3445,34.45
802,Entry short,2025-07-01 11:08,Short,22657,1,22657,-159,-0.35,126.5,0.28,-164.5,-0.36,3445,34.45
803,Exit long,2025-07-01 13:54,Exit Long,22756,1,22736.5,39,0.09,52,0.11,-52,-0.11,3484,34.84
803,Entry long,2025-07-01 13:08,Long,22736.5,1,22736.5,39,0.09,52,0.11,-52,-0.11,3484,34.84
804,Exit long,2025-07-02 05:19,Exit Long,22699.25,1,22780.75,-163,-0.36,0.5,0.00,-170,-0.37,3321,33.21
804,Entry long,2025-07-02 00:56,Long,22780.75,1,22780.75,-163,-0.36,0.5,0.00,-170,-0.37,3321,33.21
805,Exit short,2025-07-02 06:36,Exit Short,22693.75,1,22699.25,11,0.02,22.5,0.05,-39,-0.09,3332,33.32
805,Entry short,2025-07-02 05:19,Short,22699.25,1,22699.25,11,0.02,22.5,0.05,-39,-0.09,3332,33.32
806,Exit short,2025-07-02 08:35,Exit Short,22618,1,22644.75,53.5,0.12,65.5,0.14,-49.5,-0.11,3385.5,33.86
806,Entry short,2025-07-02 08:16,Short,22644.75,1,22644.75,53.5,0.12,65.5,0.14,-49.5,-0.11,3385.5,33.86
807,Exit long,2025-07-02 12:25,Exit Long,22840.5,1,22819,43,0.09,57.5,0.13,-40,-0.09,3428.5,34.28
807,Entry long,2025-07-02 10:48,Long,22819,1,22819,43,0.09,57.5,0.13,-40,-0.09,3428.5,34.28
808,Exit long,2025-07-03 09:08,Exit Long,22920.5,1,22885,71,0.16,105,0.23,-110,-0.24,3499.5,34.99
808,Entry long,2025-07-03 03:05,Long,22885,1,22885,71,0.16,105,0.23,-110,-0.24,3499.5,34.99
809,Exit long,2025-07-03 09:33,Exit Long,22970.5,1,22926,89,0.19,120,0.26,-7,-0.02,3588.5,35.89
809,Entry long,2025-07-03 09:24,Long,22926,1,22926,89,0.19,120,0.26,-7,-0.02,3588.5,35.89
810,Exit long,2025-07-03 10:05,Exit Long,23038.5,1,22992.25,92.5,0.20,94.5,0.21,-21.5,-0.05,3681,36.81
810,Entry long,2025-07-03 09:52,Long,22992.25,1,22992.25,92.5,0.20,94.5,0.21,-21.5,-0.05,3681,36.81
811,Exit long,2025-07-03 11:26,Exit Long,23070.75,1,23061.75,18,0.04,35.5,0.08,-54,-0.12,3699,36.99
811,Entry long,2025-07-03 10:20,Long,23061.75,1,23061.75,18,0.04,35.5,0.08,-54,-0.12,3699,36.99
812,Exit short,2025-07-03 19:09,Exit Short,23041.5,1,23044.5,6,0.01,45,0.10,-35.5,-0.08,3705,37.05
812,Entry short,2025-07-03 13:08,Short,23044.5,1,23044.5,6,0.01,45,0.10,-35.5,-0.08,3705,37.05
813,Exit short,2025-07-03 20:06,Exit Short,23029,1,23036.5,15,0.03,20.5,0.04,-2.5,-0.01,3720,37.20
813,Entry short,2025-07-03 19:34,Short,23036.5,1,23036.5,15,0.03,20.5,0.04,-2.5,-0.01,3720,37.20
814,Exit short,2025-07-03 22:08,Exit Short,23021,1,23024.75,7.5,0.02,11.5,0.02,-50,-0.11,3727.5,37.28
814,Entry short,2025-07-03 20:30,Short,23024.75,1,23024.75,7.5,0.02,11.5,0.02,-50,-0.11,3727.5,37.28
815,Exit short,2025-07-07 06:35,Exit Short,22983.25,1,22900.5,-165.5,-0.36,9,0.02,-253.5,-0.55,3562,35.62
815,Entry short,2025-07-04 12:53,Short,22900.5,1,22900.5,-165.5,-0.36,9,0.02,-253.5,-0.55,3562,35.62
816,Exit long,2025-07-07 08:20,Exit Long,23000.75,1,22983.25,35,0.08,39,0.08,-57.5,-0.13,3597,35.97
816,Entry long,2025-07-07 06:35,Long,22983.25,1,22983.25,35,0.08,39,0.08,-57.5,-0.13,3597,35.97
817,Exit short,2025-07-07 12:49,Exit Short,22873,1,22922,98,0.21,177.5,0.39,-112,-0.24,3695,36.95
817,Entry short,2025-07-07 09:34,Short,22922,1,22922,98,0.21,177.5,0.39,-112,-0.24,3695,36.95
818,Exit long,2025-07-07 20:34,Exit Long,22882,1,22872,20,0.04,23,0.05,-31.5,-0.07,3715,37.15
818,Entry long,2025-07-07 19:54,Long,22872,1,22872,20,0.04,23,0.05,-31.5,-0.07,3715,37.15
819,Exit long,2025-07-07 21:17,Exit Long,22915,1,22901.75,26.5,0.06,30.5,0.07,-7,-0.02,3741.5,37.42
819,Entry long,2025-07-07 20:52,Long,22901.75,1,22901.75,26.5,0.06,30.5,0.07,-7,-0.02,3741.5,37.42
820,Exit long,2025-07-07 22:40,Exit Long,22936.25,1,22921,30.5,0.07,34,0.07,-71,-0.15,3772,37.72
820,Entry long,2025-07-07 21:30,Long,22921,1,22921,30.5,0.07,34,0.07,-71,-0.15,3772,37.72
821,Exit short,2025-07-08 20:36,Exit Short,22868.25,1,22879.75,23,0.05,31,0.07,-88.5,-0.19,3795,37.95
821,Entry short,2025-07-08 15:40,Short,22879.75,1,22879.75,23,0.05,31,0.07,-88.5,-0.19,3795,37.95
822,Exit short,2025-07-09 02:06,Exit Short,22858,1,22867.5,19,0.04,29,0.06,-66.5,-0.15,3814,38.14
822,Entry short,2025-07-08 20:58,Short,22867.5,1,22867.5,19,0.04,29,0.06,-66.5,-0.15,3814,38.14
823,Exit long,2025-07-09 09:22,Exit Long,22963.25,1,22944,38.5,0.08,39,0.08,-35,-0.08,3852.5,38.53
823,Entry long,2025-07-09 07:49,Long,22944,1,22944,38.5,0.08,39,0.08,-35,-0.08,3852.5,38.53
824,Exit long,2025-07-09 11:07,Exit Long,22936,1,23103.25,-334.5,-0.72,16,0.03,-351,-0.76,3518,35.18
824,Entry long,2025-07-09 10:01,Long,23103.25,1,23103.25,-334.5,-0.72,16,0.03,-351,-0.76,3518,35.18
825,Exit short,2025-07-09 14:24,Exit Short,23020.75,1,22936,-169.5,-0.37,38,0.08,-181.5,-0.40,3348.5,33.49
825,Entry short,2025-07-09 11:07,Short,22936,1,22936,-169.5,-0.37,38,0.08,-181.5,-0.40,3348.5,33.49
826,Exit long,2025-07-09 14:57,Exit Long,23035,1,23020.75,28.5,0.06,29.5,0.06,-25,-0.05,3377,33.77
826,Entry long,2025-07-09 14:24,Long,23020.75,1,23020.75,28.5,0.06,29.5,0.06,-25,-0.05,3377,33.77
827,Exit long,2025-07-09 18:15,Exit Long,23056,1,23041.75,28.5,0.06,37.5,0.08,-30,-0.07,3405.5,34.06
827,Entry long,2025-07-09 15:20,Long,23041.75,1,23041.75,28.5,0.06,37.5,0.08,-30,-0.07,3405.5,34.06
828,Exit long,2025-07-09 20:37,Exit Long,23012.5,1,23063.25,-101.5,-0.22,1,0.00,-106.5,-0.23,3304,33.04
828,Entry long,2025-07-09 18:36,Long,23063.25,1,23063.25,-101.5,-0.22,1,0.00,-106.5,-0.23,3304,33.04
829,Exit short,2025-07-09 20:58,Exit Short,23005.25,1,23012.5,14.5,0.03,18,0.04,-8,-0.02,3318.5,33.18
829,Entry short,2025-07-09 20:37,Short,23012.5,1,23012.5,14.5,0.03,18,0.04,-8,-0.02,3318.5,33.18
830,Exit long,2025-07-10 04:22,Exit Long,23029,1,23020.5,17,0.04,18.5,0.04,-9,-0.02,3335.5,33.36
830,Entry long,2025-07-10 03:57,Long,23020.5,1,23020.5,17,0.04,18.5,0.04,-9,-0.02,3335.5,33.36
831,Exit long,2025-07-10 07:28,Exit Long,23058.25,1,23043.25,30,0.07,33,0.07,-62.5,-0.14,3365.5,33.66
831,Entry long,2025-07-10 04:55,Long,23043.25,1,23043.25,30,0.07,33,0.07,-62.5,-0.14,3365.5,33.66
832,Exit long,2025-07-10 14:12,Exit Long,23041.5,1,23030.5,22,0.05,30.5,0.07,-4.5,-0.01,3387.5,33.88
832,Entry long,2025-07-10 13:52,Long,23030.5,1,23030.5,22,0.05,30.5,0.07,-4.5,-0.01,3387.5,33.88
833,Exit short,2025-07-10 23:24,Exit Short,22961.5,1,22872,-179,-0.39,43,0.09,-180,-0.39,3208.5,32.09
833,Entry short,2025-07-10 20:41,Short,22872,1,22872,-179,-0.39,43,0.09,-180,-0.39,3208.5,32.09
834,Exit long,2025-07-10 23:50,Exit Long,22968,1,22961.5,13,0.03,17.5,0.04,-1,0.00,3221.5,32.21
834,Entry long,2025-07-10 23:24,Long,22961.5,1,22961.5,13,0.03,17.5,0.04,-1,0.00,3221.5,32.21
835,Exit long,2025-07-11 10:14,Exit Long,22971.75,1,22971.25,1,0.00,13.5,0.03,-237,-0.52,3222.5,32.23
835,Entry long,2025-07-11 00:12,Long,22971.25,1,22971.25,1,0.00,13.5,0.03,-237,-0.52,3222.5,32.23
836,Exit short,2025-07-14 03:18,Exit Short,22813.5,1,22830.75,34.5,0.08,37,0.08,-38.5,-0.08,3257,32.57
836,Entry short,2025-07-14 01:59,Short,22830.75,1,22830.75,34.5,0.08,37,0.08,-38.5,-0.08,3257,32.57
837,Exit long,2025-07-14 05:45,Exit Long,22899,1,22880.5,37,0.08,41,0.09,-29.5,-0.06,3294,32.94
837,Entry long,2025-07-14 04:15,Long,22880.5,1,22880.5,37,0.08,41,0.09,-29.5,-0.06,3294,32.94
838,Exit long,2025-07-14 18:58,Exit Long,23002.25,1,23059,-113.5,-0.25,17.5,0.04,-115,-0.25,3180.5,31.81
838,Entry long,2025-07-14 13:32,Long,23059,1,23059,-113.5,-0.25,17.5,0.04,-115,-0.25,3180.5,31.81
839,Exit short,2025-07-14 21:14,Exit Short,23000,1,23002.25,4.5,0.01,12,0.03,-35.5,-0.08,3185,31.85
839,Entry short,2025-07-14 18:58,Short,23002.25,1,23002.25,4.5,0.01,12,0.03,-35.5,-0.08,3185,31.85
840,Exit long,2025-07-15 00:35,Exit Long,23106.75,1,23097.75,18,0.04,18,0.04,-8,-0.02,3203,32.03
840,Entry long,2025-07-15 00:18,Long,23097.75,1,23097.75,18,0.04,18,0.04,-8,-0.02,3203,32.03
841,Exit long,2025-07-15 01:07,Exit Long,23131,1,23114.5,33,0.07,35.5,0.08,-4,-0.01,3236,32.36
841,Entry long,2025-07-15 00:59,Long,23114.5,1,23114.5,33,0.07,35.5,0.08,-4,-0.01,3236,32.36
842,Exit long,2025-07-15 09:26,Exit Long,23215.75,1,23202.25,27,0.06,34.5,0.07,-3.5,-0.01,3263,32.63
842,Entry long,2025-07-15 09:18,Long,23202.25,1,23202.25,27,0.06,34.5,0.07,-3.5,-0.01,3263,32.63
843,Exit long,2025-07-15 13:16,Exit Long,23093.75,1,23187.25,-187,-0.40,22,0.05,-209.5,-0.45,3076,30.76
843,Entry long,2025-07-15 10:12,Long,23187.25,1,23187.25,-187,-0.40,22,0.05,-209.5,-0.45,3076,30.76
844,Exit short,2025-07-15 14:22,Exit Short,23176,1,23093.75,-164.5,-0.36,14.5,0.03,-172,-0.37,2911.5,29.12
844,Entry short,2025-07-15 13:16,Short,23093.75,1,23093.75,-164.5,-0.36,14.5,0.03,-172,-0.37,2911.5,29.12
845,Exit long,2025-07-15 15:16,Exit Long,23096.75,1,23176,-158.5,-0.34,8,0.02,-186,-0.40,2753,27.53
845,Entry long,2025-07-15 14:22,Long,23176,1,23176,-158.5,-0.34,8,0.02,-186,-0.40,2753,27.53
846,Exit short,2025-07-15 16:02,Exit Short,23050,1,23096.75,93.5,0.20,97.5,0.21,-36.5,-0.08,2846.5,28.47
846,Entry short,2025-07-15 15:16,Short,23096.75,1,23096.75,93.5,0.20,97.5,0.21,-36.5,-0.08,2846.5,28.47
847,Exit short,2025-07-15 18:34,Exit Short,22976,1,23012.75,73.5,0.16,76.5,0.17,-41.5,-0.09,2920,29.20
847,Entry short,2025-07-15 16:31,Short,23012.75,1,23012.75,73.5,0.16,76.5,0.17,-41.5,-0.09,2920,29.20
848,Exit long,2025-07-16 14:43,Exit Long,23062,1,23058.25,7.5,0.02,63.5,0.14,-445,-0.96,2927.5,29.28
848,Entry long,2025-07-16 08:31,Long,23058.25,1,23058.25,7.5,0.02,63.5,0.14,-445,-0.96,2927.5,29.28
849,Exit long,2025-07-16 15:34,Exit Long,23074,1,23066.25,15.5,0.03,29.5,0.06,-16.5,-0.04,2943,29.43
849,Entry long,2025-07-16 14:56,Long,23066.25,1,23066.25,15.5,0.03,29.5,0.06,-16.5,-0.04,2943,29.43
850,Exit long,2025-07-17 02:09,Exit Long,23123.25,1,23095.75,55,0.12,62.5,0.14,0,0.00,2998,29.98
850,Entry long,2025-07-17 02:03,Long,23095.75,1,23095.75,55,0.12,62.5,0.14,0,0.00,2998,29.98
851,Exit long,2025-07-17 04:47,Exit Long,23094,1,23141.5,-95,-0.21,20.5,0.04,-105,-0.23,2903,29.03
851,Entry long,2025-07-17 02:37,Long,23141.5,1,23141.5,-95,-0.21,20.5,0.04,-105,-0.23,2903,29.03
852,Exit short,2025-07-17 12:24,Exit Short,23265.25,1,23094,-342.5,-0.74,56.5,0.12,-355.5,-0.77,2560.5,25.61
852,Entry short,2025-07-17 04:47,Short,23094,1,23094,-342.5,-0.74,56.5,0.12,-355.5,-0.77,2560.5,25.61
853,Exit long,2025-07-17 19:08,Exit Long,23268,1,23265.25,5.5,0.01,31.5,0.07,-62,-0.13,2566,25.66
853,Entry long,2025-07-17 12:24,Long,23265.25,1,23265.25,5.5,0.01,31.5,0.07,-62,-0.13,2566,25.66
854,Exit short,2025-07-18 05:51,Exit Short,23277,1,23277.5,1,0.00,34,0.07,-24.5,-0.05,2567,25.67
854,Entry short,2025-07-18 03:13,Short,23277.5,1,23277.5,1,0.00,34,0.07,-24.5,-0.05,2567,25.67
855,Exit short,2025-07-18 11:05,Exit Short,23190.5,1,23210.75,40.5,0.09,60.5,0.13,-40.5,-0.09,2607.5,26.08
855,Entry short,2025-07-18 10:25,Short,23210.75,1,23210.75,40.5,0.09,60.5,0.13,-40.5,-0.09,2607.5,26.08
856,Exit long,2025-07-21 01:02,Exit Long,23272.75,1,23269,7.5,0.02,9.5,0.02,-3.5,-0.01,2615,26.15
856,Entry long,2025-07-21 00:51,Long,23269,1,23269,7.5,0.02,9.5,0.02,-3.5,-0.01,2615,26.15
857,Exit short,2025-07-21 08:46,Exit Short,23265.5,1,23278,25,0.05,28,0.06,-12,-0.03,2640,26.40
857,Entry short,2025-07-21 07:39,Short,23278,1,23278,25,0.05,28,0.06,-12,-0.03,2640,26.40
858,Exit short,2025-07-21 15:47,Exit Short,23347.5,1,23364.75,34.5,0.07,41,0.09,-27.5,-0.06,2674.5,26.75
858,Entry short,2025-07-21 15:29,Short,23364.75,1,23364.75,34.5,0.07,41,0.09,-27.5,-0.06,2674.5,26.75
859,Exit short,2025-07-21 21:03,Exit Short,23337.75,1,23346,16.5,0.04,35.5,0.08,-31,-0.07,2691,26.91
859,Entry short,2025-07-21 15:55,Short,23346,1,23346,16.5,0.04,35.5,0.08,-31,-0.07,2691,26.91
860,Exit short,2025-07-21 23:16,Exit Short,23338.25,1,23345,13.5,0.03,14,0.03,-7,-0.01,2704.5,27.05
860,Entry short,2025-07-21 23:03,Short,23345,1,23345,13.5,0.03,14,0.03,-7,-0.01,2704.5,27.05
861,Exit short,2025-07-22 00:16,Exit Short,23306.5,1,23323.5,34,0.07,50,0.11,-3.5,-0.01,2738.5,27.39
861,Entry short,2025-07-22 00:08,Short,23323.5,1,23323.5,34,0.07,50,0.11,-3.5,-0.01,2738.5,27.39
862,Exit short,2025-07-22 08:27,Exit Short,23333.25,1,23282.25,-102,-0.22,30,0.06,-110.5,-0.24,2636.5,26.37
862,Entry short,2025-07-22 04:44,Short,23282.25,1,23282.25,-102,-0.22,30,0.06,-110.5,-0.24,2636.5,26.37
863,Exit long,2025-07-22 09:02,Exit Long,23340.5,1,23333.25,14.5,0.03,16.5,0.04,-17.5,-0.04,2651,26.51
863,Entry long,2025-07-22 08:27,Long,23333.25,1,23333.25,14.5,0.03,16.5,0.04,-17.5,-0.04,2651,26.51
864,Exit long,2025-07-22 18:50,Exit Long,23174.25,1,23338.5,-328.5,-0.70,22.5,0.05,-467,-1.00,2322.5,23.23
864,Entry long,2025-07-22 09:25,Long,23338.5,1,23338.5,-328.5,-0.70,22.5,0.05,-467,-1.00,2322.5,23.23
865,Exit short,2025-07-22 19:51,Exit Short,23247,1,23174.25,-145.5,-0.31,8,0.02,-164,-0.35,2177,21.77
865,Entry short,2025-07-22 18:50,Short,23174.25,1,23174.25,-145.5,-0.31,8,0.02,-164,-0.35,2177,21.77
866,Exit long,2025-07-22 19:58,Exit Long,23265,1,23247,36,0.08,40,0.09,-1.5,0.00,2213,22.13
866,Entry long,2025-07-22 19:51,Long,23247,1,23247,36,0.08,40,0.09,-1.5,0.00,2213,22.13
867,Exit long,2025-07-23 02:40,Exit Long,23257.25,1,23254.25,6,0.01,11,0.02,-22.5,-0.05,2219,22.19
867,Entry long,2025-07-23 01:30,Long,23254.25,1,23254.25,6,0.01,11,0.02,-22.5,-0.05,2219,22.19
868,Exit long,2025-07-23 05:03,Exit Long,23280.75,1,23267.75,26,0.06,28.5,0.06,-47,-0.10,2245,22.45
868,Entry long,2025-07-23 03:00,Long,23267.75,1,23267.75,26,0.06,28.5,0.06,-47,-0.10,2245,22.45
869,Exit short,2025-07-23 09:47,Exit Short,23172,1,23231.25,118.5,0.26,138,0.30,-85,-0.18,2363.5,23.64
869,Entry short,2025-07-23 08:54,Short,23231.25,1,23231.25,118.5,0.26,138,0.30,-85,-0.18,2363.5,23.64
870,Exit short,2025-07-23 16:41,Exit Short,23396,1,23151.5,-489,-1.06,7,0.02,-507,-1.09,1874.5,18.75
870,Entry short,2025-07-23 10:35,Short,23151.5,1,23151.5,-489,-1.06,7,0.02,-507,-1.09,1874.5,18.75
871,Exit long,2025-07-23 19:12,Exit Long,23401.25,1,23396,10.5,0.02,41,0.09,-31.5,-0.07,1885,18.85
871,Entry long,2025-07-23 16:41,Long,23396,1,23396,10.5,0.02,41,0.09,-31.5,-0.07,1885,18.85
872,Exit short,2025-07-24 02:00,Exit Short,23373.25,1,23376.25,6,0.01,8,0.02,-18,-0.04,1891,18.91
872,Entry short,2025-07-24 00:21,Short,23376.25,1,23376.25,6,0.01,8,0.02,-18,-0.04,1891,18.91
873,Exit long,2025-07-24 07:35,Exit Long,23393.75,1,23391.25,5,0.01,11.5,0.02,-55.5,-0.12,1896,18.96
873,Entry long,2025-07-24 05:06,Long,23391.25,1,23391.25,5,0.01,11.5,0.02,-55.5,-0.12,1896,18.96
874,Exit short,2025-07-24 08:45,Exit Short,23342.75,1,23366.25,47,0.10,51.5,0.11,-0.5,0.00,1943,19.43
874,Entry short,2025-07-24 08:34,Short,23366.25,1,23366.25,47,0.10,51.5,0.11,-0.5,0.00,1943,19.43
875,Exit long,2025-07-24 13:11,Exit Long,23396.5,1,23387.25,18.5,0.04,26.5,0.06,-94.5,-0.20,1961.5,19.61
875,Entry long,2025-07-24 11:23,Long,23387.25,1,23387.25,18.5,0.04,26.5,0.06,-94.5,-0.20,1961.5,19.61
876,Exit long,2025-07-24 20:21,Exit Long,23421.5,1,23414,15,0.03,15.5,0.03,-47.5,-0.10,1976.5,19.77
876,Entry long,2025-07-24 18:26,Long,23414,1,23414,15,0.03,15.5,0.03,-47.5,-0.10,1976.5,19.77
877,Exit long,2025-07-24 23:15,Exit Long,23431.5,1,23431,1,0.00,11,0.02,-21.5,-0.05,1977.5,19.78
877,Entry long,2025-07-24 22:13,Long,23431,1,23431,1,0.00,11,0.02,-21.5,-0.05,1977.5,19.78
878,Exit short,2025-07-25 03:30,Exit Short,23367.25,1,23380.75,27,0.06,27,0.06,-8.5,-0.02,2004.5,20.04
878,Entry short,2025-07-25 03:13,Short,23380.75,1,23380.75,27,0.06,27,0.06,-8.5,-0.02,2004.5,20.04
879,Exit short,2025-07-25 10:36,Exit Short,23414.75,1,23346.25,-137,-0.29,32,0.07,-154,-0.33,1867.5,18.68
879,Entry short,2025-07-25 09:38,Short,23346.25,1,23346.25,-137,-0.29,32,0.07,-154,-0.33,1867.5,18.68
880,Exit long,2025-07-25 12:12,Exit Long,23434,1,23414.75,38.5,0.08,44,0.09,-49,-0.10,1906,19.06
880,Entry long,2025-07-25 10:36,Long,23414.75,1,23414.75,38.5,0.08,44,0.09,-49,-0.10,1906,19.06
881,Exit long,2025-07-27 22:31,Exit Long,23553,1,23544.75,16.5,0.04,22.5,0.05,-39.5,-0.08,1922.5,19.23
881,Entry long,2025-07-27 19:39,Long,23544.75,1,23544.75,16.5,0.04,22.5,0.05,-39.5,-0.08,1922.5,19.23
882,Exit long,2025-07-28 01:41,Exit Long,23567.5,1,23563.25,8.5,0.02,13.5,0.03,-1,0.00,1931,19.31
882,Entry long,2025-07-28 01:25,Long,23563.25,1,23563.25,8.5,0.02,13.5,0.03,-1,0.00,1931,19.31
883,Exit long,2025-07-28 02:11,Exit Long,23583.25,1,23576.75,13,0.03,14.5,0.03,-9.5,-0.02,1944,19.44
883,Entry long,2025-07-28 01:54,Long,23576.75,1,23576.75,13,0.03,14.5,0.03,-9.5,-0.02,1944,19.44
884,Exit short,2025-07-28 05:39,Exit Short,23529.75,1,23536,12.5,0.03,25.5,0.05,-31,-0.07,1956.5,19.56
884,Entry short,2025-07-28 03:43,Short,23536,1,23536,12.5,0.03,25.5,0.05,-31,-0.07,1956.5,19.56
885,Exit short,2025-07-28 06:08,Exit Short,23520.75,1,23526.75,12,0.03,13.5,0.03,-4,-0.01,1968.5,19.68
885,Entry short,2025-07-28 05:55,Short,23526.75,1,23526.75,12,0.03,13.5,0.03,-4,-0.01,1968.5,19.68
886,Exit short,2025-07-28 06:44,Exit Short,23504.75,1,23516.5,23.5,0.05,27,0.06,-6,-0.01,1992,19.92
886,Entry short,2025-07-28 06:26,Short,23516.5,1,23516.5,23.5,0.05,27,0.06,-6,-0.01,1992,19.92
887,Exit long,2025-07-28 18:11,Exit Long,23517.25,1,23509.25,16,0.03,17.5,0.04,-12.5,-0.03,2008,20.08
887,Entry long,2025-07-28 16:44,Long,23509.25,1,23509.25,16,0.03,17.5,0.04,-12.5,-0.03,2008,20.08
888,Exit long,2025-07-28 19:53,Exit Long,23530.75,1,23526.25,9,0.02,12.5,0.03,-18,-0.04,2017,20.17
888,Entry long,2025-07-28 18:48,Long,23526.25,1,23526.25,9,0.02,12.5,0.03,-18,-0.04,2017,20.17
889,Exit long,2025-07-28 21:18,Exit Long,23543,1,23535,16,0.03,17.5,0.04,-6.5,-0.01,2033,20.33
889,Entry long,2025-07-28 21:06,Long,23535,1,23535,16,0.03,17.5,0.04,-6.5,-0.01,2033,20.33
890,Exit long,2025-07-29 06:03,Exit Long,23607,1,23589.75,34.5,0.07,39,0.08,-21,-0.04,2067.5,20.67
890,Entry long,2025-07-29 04:07,Long,23589.75,1,23589.75,34.5,0.07,39,0.08,-21,-0.04,2067.5,20.67
891,Exit short,2025-07-29 11:22,Exit Short,23493.5,1,23519.25,51.5,0.11,54,0.11,-25,-0.05,2119,21.19
891,Entry short,2025-07-29 11:05,Short,23519.25,1,23519.25,51.5,0.11,54,0.11,-25,-0.05,2119,21.19
892,Exit short,2025-07-29 15:40,Exit Short,23426,1,23450.25,48.5,0.10,56.5,0.12,-148,-0.32,2167.5,21.68
892,Entry short,2025-07-29 11:42,Short,23450.25,1,23450.25,48.5,0.10,56.5,0.12,-148,-0.32,2167.5,21.68
